House #,Total_Bathrooms,AC,Num_Units,Total_Rooms,Bedrooms,Remodel_10_Years,Sale_Date,Price,Sale_Num,Square_Footage,Condition,Exterior_Wall,Roof,Interior_Wall,Kitchens,Fireplaces,Land_Area,Census_track,grade_5_english_75_N,grade_5_english_25_N,grade_5_math_75_N,grade_5_math_25_N,grade_8_english_75_N,grade_8_english_25_N,grade_8_math_75_N,grade_8_math_25_N,grade_9_12_english_75_N,grade_9_12_english_25_N,grade_9_12_math_75_N,grade_9_12_math_25_N,Starbucks_count_N,McDonalds_count_N,Population_size,Percent_White,Percent_Black,Percent_AmInd,Percent_Asian,Percent_HI_PI,Percent_Other_mixed,Percent_Hispanic,Percent_18plus,Total_Housing_Units,Percent_Occupied,Percent_Vacant,FAGI_Total,FAGI_Median
1894,2.5,Y,1,6,2,1,6/24/16 0:00,825000,6,1400,Good,Common Brick,Comp Shingle,Hardwood,1,1,1100,800.01,0,0,0,0,0,0,0,0,0,0,0,0,1.683999753,0,6709,0.852437025,0.047100909,0.000745268,0.055746013,0.000149054,0.045461321,0.085258608,0.848263527,3528,0.909013605,0.090986395,762051697,122703
1895,1,N,1,7,3,0,6/24/16 0:00,685000,2,1080,Average,Common Brick,Comp Shingle,Hardwood,1,0,2268,1100,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.25,0,0.25,0.5,0.5,1.5,2,4.634837814,0,4779,0.839506173,0.060682151,0.001883239,0.057124922,0.001255493,0.041640511,0.064030132,0.832810211,2234,0.948075201,0.051924799,480166743,114189.5
1896,3.5,Y,1,8,5,0,6/24/16 0:00,1015000,4,2500,Good,Brick/Stucco,Slate,Hardwood,1,1,3565,1400.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,0.778519013,0.118745831,0.001667779,0.053368913,0,0.051367578,0.077384923,0.815877252,1612,0.913151365,0.086848635,226932847,122810
1897,2.5,Y,1,5,4,1,6/24/16 0:00,564000,4,908,Good,Common Brick,Metal- Sms,Hardwood,1,0,690,3500,1,1,1,1,0,0,0,0,0.5,0.5,0.5,0.5,0,6.78308245,3740,0.167379679,0.71684492,0.003743316,0.028342246,0,0.085561497,0.099197861,0.90855615,1189,0.810765349,0.189234651,97549566,44843
1898,2.5,Y,2,6,3,0,6/24/16 0:00,589900,9,918,Good,Common Brick,Metal- Sms,Hardwood,2,0,800,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885,0.328942808,0.376429809,0.006239168,0.035008666,0,0.241247834,0.359445407,0.845407279,1131,0.892130858,0.107869142,109392822,39963
1899,2.5,Y,1,8,3,0,6/24/16 0:00,925000,2,1846,Excellent,Brick Veneer,Built Up,Hardwood,1,1,1296,9200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.372975709,0.515688259,0.002024291,0.025809717,0.000506073,0.090080972,0.093623482,0.889676113,619,0.920840065,0.079159935,66594041,48118
1900,2.5,Y,1,8,3,0,6/24/16 0:00,890760,2,1800,Excellent,Brick/Siding,Built Up,Hardwood,1,0,1494,9200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.372975709,0.515688259,0.002024291,0.025809717,0.000506073,0.090080972,0.093623482,0.889676113,619,0.920840065,0.079159935,66594041,48118
1901,2.5,Y,1,8,3,0,6/24/16 0:00,915379,2,1800,Excellent,Brick/Siding,Built Up,Hardwood,1,0,1494,9200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.372975709,0.515688259,0.002024291,0.025809717,0.000506073,0.090080972,0.093623482,0.889676113,619,0.920840065,0.079159935,66594041,48118
1902,2.5,Y,1,8,3,0,6/24/16 0:00,891370,2,1800,Excellent,Brick/Siding,Built Up,Hardwood,1,0,1494,9200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.372975709,0.515688259,0.002024291,0.025809717,0.000506073,0.090080972,0.093623482,0.889676113,619,0.920840065,0.079159935,66594041,48118
1903,2.5,Y,1,8,3,0,6/24/16 0:00,832026,2,1716,Excellent,Brick Veneer,Built Up,Hardwood,1,1,1328,9200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.372975709,0.515688259,0.002024291,0.025809717,0.000506073,0.090080972,0.093623482,0.889676113,619,0.920840065,0.079159935,66594041,48118
1904,2.5,Y,1,8,3,0,6/24/16 0:00,870618,2,1696,Excellent,Brick Veneer,Built Up,Hardwood,1,1,1167,9200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.372975709,0.515688259,0.002024291,0.025809717,0.000506073,0.090080972,0.093623482,0.889676113,619,0.920840065,0.079159935,66594041,48118
1905,2.5,Y,1,8,3,0,6/24/16 0:00,856732,2,1696,Excellent,Brick Veneer,Built Up,Hardwood,1,1,1167,9200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.372975709,0.515688259,0.002024291,0.025809717,0.000506073,0.090080972,0.093623482,0.889676113,619,0.920840065,0.079159935,66594041,48118
1906,3,Y,1,6,3,1,6/24/16 0:00,565000,3,981,Good,Common Brick,Comp Shingle,Hardwood,1,1,5000,2100.02,1,2,1,2,1,2,2,2,0.25,0.25,0.25,0.25,0,0,4648,0.085628227,0.770869191,0.003227194,0.00580895,0,0.145223752,0.155765921,0.785714286,2173,0.874367234,0.125632766,130031411,38248
1907,2.5,Y,1,7,3,1,6/24/16 0:00,519650,4,1269,Very Good,Common Brick,Built Up,Hardwood,1,0,2300,9500.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0.035594359,0.875755541,0.007387508,0.000671592,0,0.087978509,0.104768301,0.811954332,607,0.960461285,0.039538715,41834568.92,39851
1908,2.5,Y,1,5,2,1,6/24/16 0:00,584000,4,1232,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,1086,7900.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,0.087936866,0.86583991,0.003382187,0.005636979,0,0.045659526,0.053551297,0.793122886,880,0.884090909,0.115909091,53049430,47103
1909,1,Y,1,5,2,0,6/24/16 0:00,163940,2,832,Average,Common Brick,Built Up,Hardwood,1,0,1688,9600.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,0.015800204,0.950560652,0.002038736,0.000509684,0,0.039245668,0.02803262,0.811416922,998,0.928857715,0.071142285,42752988,35403
1910,2.5,Y,1,8,4,0,6/24/16 0:00,435000,5,2250,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,5688,7800.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139,0.008415147,0.959794296,0.000935016,0.002337541,0,0.03599813,0.022907901,0.744740533,906,0.894039735,0.105960265,32933216,27008
1911,2.5,Y,1,6,4,1,6/24/16 0:00,378000,3,1530,Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,2851,7800.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0.006964597,0.95443993,0.001160766,0.001160766,0,0.053685432,0.020023215,0.705745792,1378,0.879535559,0.120464441,45942286,25868
1912,1,N,1,6,3,0,6/24/16 0:00,86470,5,1121,Average,Wood Siding,Metal- Sms,Hardwood,1,0,1133,7500.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425,0.016082474,0.95628866,0.003298969,0.002474227,0,0.029690722,0.015257732,0.676701031,1000,0.857,0.143,34675207,23658
1913,2.5,Y,2,11,3,0,6/27/16 0:00,915000,3,2016,Good,Common Brick,Built Up,Hardwood,2,2,1465,7000,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749
1914,2,Y,1,8,3,1,6/27/16 0:00,765000,3,1216,Good,Common Brick,Metal- Sms,Hardwood,1,0,1425,6900,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5
1915,2,Y,1,6,2,0,6/27/16 0:00,781250,3,900,Good,Common Brick,Shingle,Hardwood,1,1,2500,900.02,0,0,0,0,0,0,0,0,0,0,0,0,1.187820478,0,2092,0.88957935,0.032026769,0.001912046,0.036806883,0.000478011,0.044455067,0.051147228,0.738049713,862,0.966357309,0.033642691,318502754,148690
1916,3,Y,1,8,5,1,6/27/16 0:00,1418975,2,4388,Good,Common Brick,Comp Shingle,Hardwood,1,2,11988,1100,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.25,0,0.25,0.5,0.5,1.5,2,4.634837814,0,4779,0.839506173,0.060682151,0.001883239,0.057124922,0.001255493,0.041640511,0.064030132,0.832810211,2234,0.948075201,0.051924799,480166743,114189.5
1917,3.5,Y,1,12,5,0,6/27/16 0:00,1300000,3,2855,Good,Common Brick,Clay Tile,Hardwood,1,1,9300,1100,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.25,0,0.25,0.5,0.5,1.5,2,4.634837814,0,4779,0.839506173,0.060682151,0.001883239,0.057124922,0.001255493,0.041640511,0.064030132,0.832810211,2234,0.948075201,0.051924799,480166743,114189.5
1918,2,Y,1,6,3,0,6/27/16 0:00,972000,3,1488,Average,Brick/Siding,Comp Shingle,Hardwood,1,1,7963,1300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955,0.770417193,0.094563843,0.001769912,0.090265487,0,0.04551201,0.073324905,0.879140329,2156,0.941558442,0.058441558,403703591,76325
1919,2.5,Y,1,7,3,1,6/27/16 0:00,932737,4,1556,Good,Common Brick,Comp Shingle,Hardwood,1,2,5000,1400.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,0.778519013,0.118745831,0.001667779,0.053368913,0,0.051367578,0.077384923,0.815877252,1612,0.913151365,0.086848635,226932847,122810
1920,2,Y,1,9,3,0,6/27/16 0:00,910000,2,1620,Good,Common Brick,Built Up,Hardwood,1,1,2405,2700.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5233,0.540416587,0.244792662,0.005541754,0.052742213,0.00038219,0.163004013,0.242499522,0.883432066,2845,0.933216169,0.066783831,226192119.8,47231
1921,3,Y,1,6,6,1,6/27/16 0:00,789000,5,1611,Good,Common Brick,Built Up,Hardwood,1,1,11532,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3187,0.227486665,0.600878569,0.01129589,0.021022906,0.000941324,0.141826169,0.165359272,0.839974898,1306,0.898162328,0.101837672,86842954,36933
1922,2.5,Y,1,6,3,1,6/27/16 0:00,415000,6,1088,Good,Common Brick,Built Up,Hardwood,1,0,2445,1900.02,0,0,0,0,0,0.666666667,0,0.333333333,0,0.5,0,0.75,0,0,1969,0.120365668,0.780599289,0.001015744,0.012188928,0,0.100558659,0.090909091,0.825292026,861,0.93728223,0.06271777,71508164,51168
1923,1,Y,1,6,3,1,6/27/16 0:00,425000,4,1102,Good,Common Brick,Comp Shingle,Hardwood,1,0,2705,9500.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,0.056122449,0.881632653,0.00170068,0.01122449,0,0.056122449,0.057482993,0.816326531,1320,0.953030303,0.046969697,94453371,50505
1924,2.5,Y,1,8,4,0,6/27/16 0:00,723000,5,1740,Very Good,Vinyl Siding,Comp Shingle,Wood Floor,1,0,6113,9300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3143,0.311485842,0.609290487,0.004454343,0.022589882,0,0.058542794,0.070314986,0.832643971,1230,0.944715447,0.055284553,124565445,57282.5
1925,1,Y,1,5,2,0,6/27/16 0:00,556350,5,1010,Good,Aluminum,Metal- Sms,Wood Floor,1,0,3750,9300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3143,0.311485842,0.609290487,0.004454343,0.022589882,0,0.058542794,0.070314986,0.832643971,1230,0.944715447,0.055284553,124565445,57282.5
1926,1,Y,1,5,2,1,6/27/16 0:00,279500,6,952,Average,Vinyl Siding,Built Up,Carpet,1,0,3600,8800.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,0.340697104,0.561119293,0.004418262,0.026509573,0.00245459,0.074619539,0.081983309,0.838978891,612,0.722222222,0.277777778,22956326,24186
1927,3,Y,1,8,3,1,6/27/16 0:00,565000,5,1070,Very Good,Common Brick,Built Up,Hardwood,1,0,1433,8800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0.074775431,0.875697985,0.007040544,0.008497208,0.000971109,0.041757708,0.041757708,0.801408109,1999,0.873436718,0.126563282,99751561,38882.5
1928,2,Y,1,4,2,1,6/27/16 0:00,185000,3,810,Good,Brick/Siding,Comp Shingle,Hardwood,1,0,2033,7800.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0.019849418,0.947296372,0.003080082,0.001368925,0,0.034565366,0.029431896,0.728610541,1339,0.847647498,0.152352502,48307774,28461
1929,2.5,Y,1,7,4,1,6/27/16 0:00,380000,4,816,Good,Common Brick,Comp Shingle,Hardwood,1,0,3020,9900.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,0.00929432,0.968330465,0.004130809,0.001032702,0,0.023063683,0.015146299,0.782444062,1292,0.909442724,0.090557276,62164914,38607
1930,1.5,Y,1,7,3,1,6/27/16 0:00,297000,3,1280,Good,Vinyl Siding,Comp Shingle,Carpet,1,0,1800,7700.03,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5187,0.010217852,0.949296318,0.001927897,0.000963948,0.00019279,0.04626952,0.035858878,0.706574128,2338,0.899486741,0.100513259,76945859,26266
1931,2,Y,2,10,4,1,6/27/16 0:00,185000,3,1600,Very Good,Common Brick,Built Up,Hardwood,2,0,5302,10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3211,0.018062909,0.951417004,0.001868577,0.004671442,0,0.032388664,0.014637185,0.733727811,1366,0.849926794,0.150073206,27893573,21980
1932,1.5,Y,1,5,2,1,6/28/16 0:00,870000,4,1348,Good,Common Brick,Built Up,Hardwood,1,0,1125,4400,0,0,0,0,0,0,0,0,0,0,0,0,4.964596716,0,4572,0.65376203,0.222222222,0.005249344,0.056867892,0,0.063867017,0.091207349,0.932414698,2651,0.940399849,0.059600151,402398133,82842.5
1933,3.5,Y,1,8,3,0,6/28/16 0:00,1600000,3,2736,Good,Common Brick,Built Up,Hardwood,1,3,6436,7000,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749
1934,2,Y,1,6,3,1,6/28/16 0:00,731063,3,960,Good,Common Brick,Built Up,Hardwood,2,0,1091,10600,0,0,0,0,0,0,0,0,0,0,0,0,2.094486342,4.188972684,3933,0.412916349,0.5064836,0.003813883,0.032036613,0,0.053902873,0.045003814,0.863717264,1927,0.866632071,0.133367929,313701867,58798.5
1935,2,Y,1,6,3,1,6/28/16 0:00,780000,4,1400,Very Good,Common Brick,Built Up,Hardwood/Carp,1,1,1082,6800.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0.33196511,0.61159569,0.001539251,0.015905593,0,0.04515136,0.037968189,0.865572088,977,0.900716479,0.099283521,90648226,61861
1936,2.5,Y,1,11,3,0,6/28/16 0:00,1195000,4,2074,Very Good,Wood Siding,Comp Shingle,Hardwood,1,1,3371,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
1937,3.5,Y,1,11,4,0,6/28/16 0:00,1150000,2,2945,Good,Wood Siding,Shake,Hardwood,1,2,17049,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911,0.8250719,0.10878024,0.001184233,0.024530536,0.000338352,0.044154965,0.051429538,0.739468787,2126,0.97883349,0.02116651,623341016,165589
1938,3,Y,1,7,4,1,6/28/16 0:00,900000,5,1719,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,1,4100,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911,0.8250719,0.10878024,0.001184233,0.024530536,0.000338352,0.044154965,0.051429538,0.739468787,2126,0.97883349,0.02116651,623341016,165589
1939,4,N,1,15,7,1,6/28/16 0:00,825000,2,2344,Good,Stucco,Slate,Hardwood,1,1,10149,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3187,0.227486665,0.600878569,0.01129589,0.021022906,0.000941324,0.141826169,0.165359272,0.839974898,1306,0.898162328,0.101837672,86842954,36933
1940,2.5,N,1,9,4,0,6/28/16 0:00,600000,3,1072,Average,Common Brick,Built Up,Hardwood/Carp,1,0,1622,2100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0.127142588,0.621774345,0.006404219,0.01864758,0.001695235,0.21925033,0.310981352,0.782633264,2183,0.908382959,0.091617041,126189873,30443
1941,3,N,2,9,5,0,6/28/16 0:00,655000,3,1600,Average,Common Brick,Metal- Sms,Hardwood,2,0,1451,2300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,0.159381305,0.718560861,0.00672495,0.012441157,0.000672495,0.106926698,0.135171486,0.806321453,1168,0.915239726,0.084760274,104003314,43663
1942,1.5,Y,1,6,3,1,6/28/16 0:00,480000,4,1123,Good,Common Brick,Built Up,Hardwood,1,0,2611,9500.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290,0.078115502,0.857446809,0.003343465,0.009118541,0,0.059574468,0.071428571,0.846504559,1742,0.905855339,0.094144661,82172651,38670.5
1943,3.5,Y,1,7,4,0,6/28/16 0:00,409000,3,1414,Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,5485,7700.03,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5187,0.010217852,0.949296318,0.001927897,0.000963948,0.00019279,0.04626952,0.035858878,0.706574128,2338,0.899486741,0.100513259,76945859,26266
1944,3.5,Y,1,6,4,0,6/28/16 0:00,420000,4,1628,Good,Brick/Siding,Built Up,Hardwood,1,0,3057,7500.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,0.010199918,0.966952264,0.002039984,0.001631987,0,0.028967768,0.00244798,0.674010608,1215,0.828806584,0.171193416,31827145,22229.5
1945,2,Y,1,7,3,1,6/28/16 0:00,282000,6,1500,Average,Common Brick,Metal- Sms,Wood Floor,1,0,2750,7500.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,0.010199918,0.966952264,0.002039984,0.001631987,0,0.028967768,0.00244798,0.674010608,1215,0.828806584,0.171193416,31827145,22229.5
1946,2.5,Y,1,7,4,1,6/28/16 0:00,350000,3,1152,Very Good,Common Brick,Built Up,Hardwood,1,0,3680,9800.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,0.018229167,0.956054688,0.001302083,0.004231771,0,0.028320313,0.018880208,0.779947917,1551,0.87040619,0.12959381,55085531,30509
1947,4,Y,4,12,6,1,6/28/16 0:00,230000,3,2800,Good,Common Brick,Built Up,Hardwood,4,0,3645,9800.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507,0.005983247,0.979656961,0.001196649,0.000398883,0,0.020343039,0.008775429,0.691663343,1171,0.941929974,0.058070026,25212674,21337
1948,2,N,1,6,3,0,6/29/16 0:00,675000,3,1350,Average,Common Brick,Built Up,Hardwood,1,0,884,4400,0,0,0,0,0,0,0,0,0,0,0,0,4.964596716,0,4572,0.65376203,0.222222222,0.005249344,0.056867892,0,0.063867017,0.091207349,0.932414698,2651,0.940399849,0.059600151,402398133,82842.5
1949,2.5,Y,1,7,3,0,6/29/16 0:00,955500,3,1778,Good,Common Brick,Metal- Sms,Hardwood,1,2,1657,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.782130584,0.145017182,0.003780069,0.025773196,0.000343643,0.04742268,0.045704467,0.876632302,1549,0.937378954,0.062621046,194119047,90338
1950,2,Y,1,5,2,1,6/29/16 0:00,1500000,3,1156,Very Good,Common Brick,Metal- Sms,Hardwood,1,2,994,100,0,0,0,0,0,0,0,0,0,0,0,0,3.277311696,0,4890,0.908793456,0.021472393,0.001840491,0.041104294,0.000408998,0.025562372,0.060531697,0.880368098,2999,0.895631877,0.104368123,698565228,110944.5
1951,3.5,Y,1,6,3,1,6/29/16 0:00,785000,3,1240,Good,Common Brick,Metal- Sms,Hardwood,1,0,1640,6800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,0.449616123,0.490403071,0.002879079,0.018234165,0,0.048464491,0.045105566,0.841650672,1004,0.917330677,0.082669323,117623354,70190
1952,2,Y,2,8,3,0,6/29/16 0:00,918000,3,1080,Good,Common Brick,Metal- Sms,Hardwood,2,1,1080,300,0,0,0,0,0,0,0,0,0,0,0,0,2.533617943,0,6233,0.881918819,0.022300658,0.0017648,0.056473608,0.000160436,0.039467351,0.0648163,0.889138457,2912,0.945741758,0.054258242,358002514,70413
1953,3.5,Y,1,9,5,1,6/29/16 0:00,1575000,3,2064,Good,Wood Siding,Comp Shingle,Hardwood,1,0,5063,900.02,0,0,0,0,0,0,0,0,0,0,0,0,1.187820478,0,2092,0.88957935,0.032026769,0.001912046,0.036806883,0.000478011,0.044455067,0.051147228,0.738049713,862,0.966357309,0.033642691,318502754,148690
1954,3,Y,2,8,4,0,6/29/16 0:00,930000,4,1728,Good,Stucco,Metal- Sms,Hardwood,2,1,5419,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
1955,2.5,Y,1,7,4,0,6/29/16 0:00,912500,2,1332,Average,Common Brick,Shake,Hardwood,1,2,4200,1100,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.25,0,0.25,0.5,0.5,1.5,2,4.634837814,0,4779,0.839506173,0.060682151,0.001883239,0.057124922,0.001255493,0.041640511,0.064030132,0.832810211,2234,0.948075201,0.051924799,480166743,114189.5
1956,4.5,Y,1,7,5,1,6/29/16 0:00,1550000,4,3048,Good,Wood Siding,Slate,Hardwood,1,1,11250,1300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955,0.770417193,0.094563843,0.001769912,0.090265487,0,0.04551201,0.073324905,0.879140329,2156,0.941558442,0.058441558,403703591,76325
1957,3,Y,1,8,4,0,6/29/16 0:00,960850,4,1602,Good,Brick/Siding,Comp Shingle,Hardwood,1,1,4594,1400.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078,0.825536062,0.05782976,0.001624431,0.064327485,0,0.053281352,0.068226121,0.785899935,1478,0.957374831,0.042625169,298582687,96830.5
1958,2,Y,1,7,3,0,6/29/16 0:00,878000,4,1432,Average,Common Brick,Slate,Hardwood,1,1,4260,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911,0.8250719,0.10878024,0.001184233,0.024530536,0.000338352,0.044154965,0.051429538,0.739468787,2126,0.97883349,0.02116651,623341016,165589
1959,4,Y,1,5,4,1,6/29/16 0:00,879000,4,2150,Good,Common Brick,Metal- Sms,Hardwood,2,1,2545,2500.01,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,2554,0.240015662,0.560689115,0.004306969,0.009788567,0.001566171,0.188332028,0.230618637,0.819107283,1042,0.96353167,0.03646833,87120014,35144
1960,2,Y,1,6,3,0,6/29/16 0:00,672500,7,1304,Good,Common Brick,Metal- Sms,Hardwood,1,0,1437,2500.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5973,0.249958145,0.417880462,0.006529382,0.015235225,0.0008371,0.299347062,0.423907584,0.807969195,2415,0.89068323,0.10931677,184029268,37513
1961,2.5,Y,1,6,4,1,6/29/16 0:00,780000,8,1358,Good,Common Brick,Metal- Sms,Hardwood,2,1,2850,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0.226745369,0.593730918,0.004477916,0.018725829,0.000203542,0.155098718,0.24180745,0.805414207,1840,0.907065217,0.092934783,139048784,35833.5
1962,1,Y,1,6,3,0,6/29/16 0:00,495000,4,1200,Average,Common Brick,Built Up,Hardwood,1,0,1242,3400,0,0,0,0,0,0,0,0,0,0,0,0,2.403627632,0,4347,0.132505176,0.780308259,0.004600874,0.02231424,0.000690131,0.078214861,0.054980446,0.919484702,1347,0.76095026,0.23904974,92096567,46152
1963,1.5,Y,1,6,3,1,6/29/16 0:00,405508,3,1088,Good,Common Brick,Built Up,Hardwood,1,0,2059,9500.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,0.05513308,0.864638783,0.001140684,0.009505703,0.002281369,0.07756654,0.076425856,0.835361217,1217,0.935086278,0.064913722,105022944,46330
1964,2,N,1,5,2,0,6/29/16 0:00,495000,3,1660,Average,Common Brick,Built Up,Hardwood,1,0,2453,9500.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3025,0.212561983,0.728595041,0.003305785,0.01322314,0,0.054545455,0.039669421,0.860495868,1354,0.926144756,0.073855244,92795105,48695.5
1965,3.5,Y,1,6,3,1,6/29/16 0:00,570000,5,1564,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,2500,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
1966,2.5,Y,1,7,3,0,6/29/16 0:00,350000,5,1216,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,768,9600.02,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3280,0.007317073,0.965243902,0.002743902,0.000914634,0,0.032012195,0.012195122,0.697256098,1545,0.935275081,0.064724919,45174162,25037
1967,4.5,Y,1,8,5,1,6/29/16 0:00,360000,4,2000,Very Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,5005,11100,0,0,0,0,0,1,0,1,0,0.166666667,0,0.166666667,0,0.427335794,4859,0.06626878,0.862728957,0.004939288,0.003087055,0.000205804,0.07470673,0.069355835,0.811895452,1868,0.924518201,0.075481799,122414153,42315
1968,2.5,Y,2,6,3,1,6/29/16 0:00,562750,4,1188,Good,Common Brick,Metal- Sms,Hardwood,2,0,1062,7900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573
1969,2.5,Y,1,6,4,0,6/29/16 0:00,420000,5,2343,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,0,5097,7800.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139,0.008415147,0.959794296,0.000935016,0.002337541,0,0.03599813,0.022907901,0.744740533,906,0.894039735,0.105960265,32933216,27008
1970,2,Y,1,6,3,0,6/29/16 0:00,440000,2,1373,Average,Common Brick,Comp Shingle,Hardwood/Carp,1,1,5500,9900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249,0.041796354,0.93108048,0.006669631,0.001333926,0,0.025344598,0.01734104,0.83414851,1070,0.941121495,0.058878505,78879964,51745
1971,5.5,Y,1,12,5,1,6/30/16 0:00,2450000,2,2385,Very Good,Common Brick,Metal- Sms,Hardwood,1,3,1076,8300.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,0.703989121,0.222121487,0.00543971,0.029918404,0.000906618,0.039891206,0.042611061,0.879419764,1032,0.936046512,0.063953488,148237948,80862
1972,3,N,1,9,3,0,6/30/16 0:00,192471,3,1800,Average,Common Brick,Metal- Sms,Hardwood,1,0,1800,6800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,0.449616123,0.490403071,0.002879079,0.018234165,0,0.048464491,0.045105566,0.841650672,1004,0.917330677,0.082669323,117623354,70190
